gene_name
b4025
b2925
b3916
b2097
b1723
b1704
b3389
b0908
b0754
b2601
b3390
b0388
b3281
b2329
b1693
b4094
b4383
b3870
b1819
b1817
b1818
b1101
b2417
b1621
b2502
b4226
b2744
b0728
b0729
b3919
b0727
b0116
b0726
b0723
b0722
b0724
b0721
b1852
b0767
b2029
b0008
b2464
b2935
b3386
b2906
b3867
b2465
b3553
b0509
b3125
b0508
b1033
b1198
b0825
b1199
b1200
b3946
