gene_name
b4407
b2029
b4154
b1761
b1109
b3908
b2234
b3417
b0928
b0003
b3599
b0002
b3940
b0383
b0344
b2957
b0340
b2838
b3956
b1704
b2601
b0077
b0078
b1264
b3360
b1263
b1262
b2366
b0004
b3939
b3806
b3565
b1613
b3744
b0033
b4033
b3396
b0149
b1901
b3751
b0698
b0697
b0696
b0031
b2507
b4254
b2947
b4054
b2400
b0932
b0918
b3772
b3748
b3749
b1062
b1812
b1611
b1693
b2320
b0049
b2704
b2705
b3771
b3774
b1617
b3061
b2133
b3918
b1711
b1710
b1709
b3500
b4119
b3008
b0115
b0273
b3640
b0153
b3805
b2021
b2022
b2020
b2026
b1723
b3825
b1603
b0871
b0243
b0724
b2600
b0480
b0980
b2306
b4013
b3389
b4382
b3726
b3432
b0151
b0152
b0092
b3616
b3671
b2499
b2500
b2315
b1136
b3365
b0062
b0061
b0063
b1281
b4213
b0099
b3972
b0839
b4024
b3722
b2416
b4014
b0522
b3572
b3564
b3804
b0759
b0758
b0074
b1224
b0121
b0679
b0903
b2239
b3600
b1014
b2310
b3212
b3213
b0765
b2296
b0072
b1094
b4053
b2530
b2818
b3959
b0908
b1692
b3390
b0388
b3172
b3731
b0032
b3926
b2700
b0614
b1249
b0910
b3974
b3634
b0103
b2750
b1189
b0381
b3809
b4383
b4381
b2478
b3225
b1521
b2779
b0954
b0180
b1091
b3608
b4025
b0757
b2153
b2904
b3429
b3430
b3425
b2388
b1524
b0087
b2688
b1210
b1215
b1207
b1098
b0181
b0096
b0963
b0783
b4219
b1778
b3189
b0639
b0046
b0678
b3223
b2518
b4245
b0131
b2564
b3916
b2926
b4041
b4226
b2501
b2615
b0242
b4177
b2476
b0945
b3642
b2780
b0171
b4244
b0120
b1277
b3041
b2914
b2942
b2551
b0728
b2744
b3708
b3919
b2464
b0008
b1260
b1261
b2827
b3833
b2498
b2066
b3092
b1004
b4160
b4129
b4152
b4151
b4374
b3885
b3697
b0597
b3821
b1278
b2813
b1584
b2323
b1850
b2290
b1767
b2097
b4232
b2243
b1779
b2927
b2241
b0756
b3870
b3925
b3607
b0166
b4015
b4131
b1270
b1661
b0616
b3366
b0425
b3752
b2599
b0386
b0125
b0238
b2297
b0902
b4237
b0116
b0888
b4266
b2316
b1241
b3433
b2799
b2091
b3945
b2913
b1695
b3201
b3882
b1858
b2415
b3781
b0789
b1490
b3843
b1900
b0864
b0652
b2149
b3725
b0933
b1095
b1092
b1589
b1475
b3893
b2996
b2724
b4072
b2205
b0974
