gene_name
b2727
b0819
b0968
b1602
b2925
b3137
b3617
b3770
b2800
b1131
b0754
b3503
b3738
b3736
b3735
b3733
b3734
b3732
b4242
b3739
b3336
b0185
b3255
b0339
b2143
b1912
b0175
b0089
b0720
b0431
b0432
b0430
b0429
b0733
b0734
b2414
b4070
b4071
b2203
b2202
b2200
b2199
b2198
b4042
b4384
b3639
b3125
b0048
b2538
b0348
b2262
b2540
b2895
b3198
b3371
b3177
b3058
b2303
b2912
b1612
b3062
b4139
b0723
b0722
b4153
b1852
b1064
b3610
b1654
b3633
b3784
b1651
b0212
b3428
b2053
b0369
b3850
b3730
b2529
b0973
b2994
b1103
b1054
b2378
b3187
b1676
b0635
b0084
b0376
b0494
b0641
b4262
b1851
b3670
b2533
b2508
b0595
b3812
b3029
b3200
b3199
b0605
b1982
b4055
b4460
b0861
b0862
b1747
b2480
b1993
b0428
b3368
b2423
b0632
b2472
b2150
b2893
b1134
b0593
b2441
b1093
b1288
b1476
b3892
b0592
b1920
b3844
b1236
b0507
b2979
b0811
b0810
b0654
b0653
b2988
b2787
b1619
b2309
b2307
b3032
b0477
b2168
b4034
b2781
b3941
b0211
b0764
b0009
b0159
b1069
b0677
b0675
b1226
b1465
b4261
b3478
b1865
b2288
b2287
b2285
b2282
b2281
b2280
b2279
b2277
b2276
b0726
b0727
b0114
b2373
b2134
b1638
b1125
b1124
b1123
b0857
b2502
b2679
b0493
b1010
b1443
b1515
b1606
b1856
b1918
b1662
b2175
b3785
b3386
b2312
b0523
b2784
b3650
b0025
b3917
b3453
b3728
b3003
b4388
b4392
b2558
b1646
b1656
b3713
b0729
b3117
b0417
b0452
b2582
b3727
b3750
b3568
b4040
b2963
b2328
b1397
b2096
b2095
b3132
b1193
b2541
b4104
b0809
b2024
b0594
b0182
b2574
b3452
b3451
b3450
b3449
b1225
b1227
b3958
b3960
b0586
b0750
b2803
b3115
b0086
b3721
b2329
b0827
b0826
b3831
b0774
b0775
b0776
b0777
b0778
b3412
b4019
b0110
b3942
b2242
b3426
b1197
b3590
b2677
b2678
b4122
b0088
b4290
b4288
b4289
b4287
b2411
b0596
b3431
b2557
b0237
b4006
b4005
b0160
b3281
b0124
b3416
b1814
b2723
b2722
b2721
b2720
b2719
b1764
b2422
b4106
b4096
b4105
b4101
b4100
b4099
b4098
b4095
b4094
b4093
b4092
b2425
b2424
b2421
b2264
b2708
b3729
b1737
b1734
b0090
b0311
b0312
b2763
b2762
b0091
b2232
b0931
b0418
b3359
b0894
b0895
b0896
b1740
b3447
b1466
b1467
b1468
b0052
b2440
b1621
b0583
b1002
b3551
b2167
b3845
b2752
b2965
b2938
b3846
b1732
b1768
b2930
b0315
b0404
b0403
b1854
b0179
b0766
b0674
b0085
b4214
b2662
b3403
b1623
b0925
b0030
b3967
b0421
b2148
b1622
b1238
b3126
b3124
b1702
b0907
b2585
b2751
b1308
b0475
b0590
b0589
b0588
b1300
b0154
b3957
b0394
b0657
b0693
b3621
b2049
b2048
b3256
b1474
b0529
b4352
b1855
b4322
b2563
b3182
b2552
b2716
b2715
b1430
b0356
b1276
b4173
b0337
b2661
b2907
b2906
b3248
b0414
b3779
b1415
b3829
b3571
b3631
b3630
b3632
b2147
b0142
b4169
b0979
b0978
b4039
b1927
b1479
b3253
b3018
b3629
b3628
b3627
b3626
b3625
b3624
b3623
b3622
b1090
b2905
b4269
b2917
b2918
b4390
b0915
b2935
b3962
b4069
b3786
b3787
b3788
b3790
b3791
b3793
b3794
b3826
b2065
b1096
b1097
b4117
b0197
b3924
b4238
b4239
b1190
b2261
b3997
b0109
b0073
b0071
b3994
b3993
b3992
b3991
b3990
b0508
b2166
b2797
b0781
b0784
b0785
b0199
b0863
b0860
b0207
b0134
b2836
b3176
b1535
b0854
b0855
b0856
b2521
b3656
b3665
b3693
b3715
b1019
b0198
b0066
b0067
b0068
b0036
b0037
b0054
b0038
b1967
b0333
b0133
b1896
b1897
b4167
b2284
b2052
b2051
b4386
b3856
b3867
b3878
b3880
b3881
b3883
b3930
b3902
b3903
b3904
b3857
b3894
b3385
b3996
b3946
b3951
b3952
b4073
b4084
b4085
b4086
b4087
b2010
b2154
b2162
b2165
b2173
b2903
b1849
b0997
b0996
b3605
b2128
b2129
b2130
b2131
b2132
b2465
b3476
b3477
b3479
b3480
b2286
b2283
b2278
b2201
b2204
b2206
b2210
b0606
b2435
b2436
b1992
b1991
b0123
b4136
b4240
b0118
b4513
b0688
b0622
b0158
b1232
b2523
b2467
b2676
b2995
b2093
b0521
b0763
b2976
b2660
b1198
b4090
b2260
b2263
b3566
b3567
b0828
b2711
b0368
b3469
b3475
b3525
b3526
b3546
b3553
b3575
b3580
b3581
b3582
b3583
b3588
b3589
b3612
b3614
b3620
b2039
b2038
b2036
b2035
b2034
b2033
b2041
b2040
b1694
b2842
b4231
b4233
b1917
b1733
b0655
b1301
b2764
b2265
b1701
b0578
b4323
b1857
b1990
b4268
b4088
b4146
b4161
b4192
b4193
b4196
b4197
b4198
b4227
b4230
b4267
b4297
b4298
b4358
b4394
b1478
b2675
b3128
b1539
b1859
b2418
b1059
b2701
b0651
b3073
b3091
b4471
b3114
b1813
b0524
b3197
b3222
b4474
b3374
b2407
b0173
b2687
b3397
b3208
b3437
b1386
b0446
b1872
b1302
b0352
b0355
b1325
b1873
b2251
b2920
b2919
b2954
b4468
b4467
b0638
b2308
b0186
b1380
b1378
b0767
b0731
b0732
b2668
b4515
b4481
b2702
b2703
b0174
b3648
b0104
b2023
b2937
b2025
b0628
b0630
b0914
b2019
b3059
b3057
b0126
b0415
b3789
b3236
b0684
b3519
b1208
b2746
b2515
b0029
b0755
b0222
b0200
b2817
b1518
b3399
b2765
b2871
b3619
b2579
b4032
b4035
b0849
b3737
b4260
b0721
b0617
b1021
b0474
b1805
b2197
b0469
b0972
b2997
b1677
b2417
b1101
b1736
b1738
b1817
b1818
b1819
b2169
b4195
b4194
b2934
b2933
b2094
b2092
b1126
b2374
b3517
b1493
b2802
b2235
b2047
b0268
b0325
b0515
b0615
b0662
b0822
b0829
b0830
b0831
b0832
b0837
b0841
b0844
b0867
b0870
b0905
b0934
b0936
b1007
b1008
b1009
b1011
b1012
b1022
b1025
b1033
b1106
b1107
b1113
b1119
b1192
b1199
b1200
b1298
b1337
b1388
b1389
b1390
b1391
b1392
b1393
b1395
b1396
b1398
b1440
b1448
b1449
b1489
b1516
b1517
b1519
b1525
b1590
b1655
b1678
b1679
b1744
b1745
b1746
b1781
b1794
b1800
b1832
b1870
b1919
b2027
b2028
b2103
b2104
b2146
b2174
b2221
b2222
b2224
b2245
b2256
b2257
b2291
b2342
b2361
b2371
b2428
b2431
b2463
b2519
b2883
b3052
b0349
b1636
b1442
b0509
b2503
b0604
b2247
b2458
b0613
b0334
b1727
b0306
b1771
b1513
b2429
b1341
b0650
b1285
b1338
b0514
b1317
b1587
b0347
b2255
b2341
b0516
b1511
b0308
b2379
b1680
b0485
b1387
b1394
b2690
b0420
b0335
b1682
b1683
b2302
b0307
b0331
b0517
b1463
b1640
b0351
b1748
b0269
b0350
b2430
b2293
b2542
b0512
b1514
b1444
b1681
b2253
b0423
b0505
b0444
b2254
b1686
b1588
b1759
b1488
b0459
b1441
b0825
b1297
b0937
b0935
b1385
b2866
b2867
b2868
b2873
b2877
b2889
b2901
b2989
b3001
b3011
b3012
b3070
b2710
b2738
b2747
b2788
b2794
b2810
b2843
b2539
b0221
b0365
b0366
b0367
b0261
b0484
b4485
b4477
b4478
b3034
